The Lounge,,,,Open,12-Jan,"Whiteleys, west London",Rowley Leigh at the pictures,"Cafe Anglais chef Leigh will be Consultant Chef at the ODEON Whiteley's posh new boutique cinema, The Lounge. The luxury film experience will feature five cinemas each with just 50 reclining leather seats. Our favourite bit? The fact that every seat has a call button allowing you to order off the menu without taking your eyes off the screen.",/Gastroblog/Latest-news/odeon-whiteleys-takes-rowley-leigh-on-as-chef-for-the-lounge
Tom Aikens,4ac518e1f964a5205daa20e3,51.49166185,-0.167490694,Open,12-Jan,"Elystan Street, SW3",Chelsea fine dining reopens in relaxed mode,"Michelin-starred restaurant ditches the starchy look and goes for a more informal feel. The 52-seat restaurant has been designed by Turkish interior designer Hakan Ezer. There are new ?ÿ la carte and tasting menus to go with the new decor including six, eight and ten course options that are also available with matching wines.",/Restaurant-Reviews/Chelsea-Kensington/tom-aikens
Quo Vadis,4ac518d4f964a520bda720e3,51.5139699,-0.132721,Open,11-Dec,"26-29 Dean Street, London W1",Jeremy Lee comes to Soho,"Quo Vadis has undergone a mini refurb over Christmas to considerably lighten the room, after which famed former Blueprint Cafe chef Jeremy Lee has taken over in the kitchen. Expect this to be a very hot ticket.",/Restaurant-Reviews/Soho-Fitzrovia-Covent-Garden/quo-vadis
Antico,4e8b62e6d22dbf0a91d0d8d1,51.49795202,-0.081376187,Open,11-Dec,"Bermondsey Street, SE1",Italian restaurant in Bermondsey,"Bermondsey street continues to grow into the must-visit gastromonic destination south of the river with this latest addition to an already bustling scene. Set in an renovated antiques warehouse, expect seasonal Italian food and a lounge bar serving cocktails and aperitivo. Lounge bar open - restaurant opens in January.",
Burger and Lobster,4eea45ad99111dae87cfdbd1,51.50711784,-0.145627872,Open,11-Dec,"Clarges Street, W1",Goodman branches out,"The folks behind Goodman are on a mission to offer Londoners the kind of Lobster experience you get on the east coast of America. They aim to offer the cheapest lobster in the UK, thanks to their tank which can take a tonne of lobster at a time. And we rather liked it too.",/Gastroblog/Test-drive/goodman-branches-out-we-check-out-burger-a-lobster
Dstrkt,4ee8f1209adfd1b4c3c38e69,51.5103571,-0.132297248,Open,11-Dec,"Rupert Street, W1","Huge restaurant, lounge &amp; club off Piccadilly Circus","This new venture from the people behind the Buddha Bar and Mahiki has a restaurant headed up by American chef George Yaneff, who hails from the SLS hotel in Beverly Hills. Expect a modern European menu with organic ingredients, and a strong focus on cocktails in the lounge bar and club.",
Obika,4d64346d5aaa8eec0ea55b9f,51.50518985,-0.021629333,Open,11-Dec,"West Wintergarden, Canary Wharf, E14",Upmarket mozzarella bar and restaurant,"This Italian export already has sixteen restaurants across the globe, but this is the first full-on restaurant to reach London. It's an all-day affair and you can expect a strong focus around the restaurant's key passion, mozzarella. Alongside a large range of antipasti, you can also expect pizza and they will be yet another restaurant to kick off the Italian custom of aperitivo in London (pre-dinner drinks and tapas). Takeaways will be served for those bankers who can't leave their desks.",
Baku,4ee37e7f9adf3982fe8c0f82,51.49874682,-0.159331055,Open,11-Dec,"164-165 Sloane Street, SW1",Azerbaijani in Chelsea,This Azerbaijani restaurant has taken over the old site of La Noisette. You can expect Azeri tapas in the bar and the restaurant itself is focused around small plates.,
Angel and Crown,4b461d1af964a520ce1626e3,51.51097271,-0.12697041,Open,11-Dec,"St Martin's Lane, W1",Tom and Ed Martin come to the West End,"This is the first West End gastropub from Tom and Ed Martin, the brothers behind the Botanist and loads more throughout London. On St Martin's Lane, this has 60 covers spread over two floors, with the ground floor being a traditional pub whilst the first floor will be an informal dining area, serving seasonal British produce.",
The Delaunay,4ede68fdbe7be2833c6a17a2,51.51319037,-0.118036048,Open,11-Dec,"On the corner of Drury Lane and Kingsway, WC2",A new place to star spot in town,"Chris Corbin and Jeremy King have opened a massive sister restaurant to their hugely successful Wolseley. As you'd expect, the design is by David Collins. Front of house is legendary GM Sebastian Fogg, who used to be at The Ivy.",/Restaurant-Reviews/Mayfair-Belgravia/the-delaunay-corbin-king-aldwych-london
Da Giovanni,4eb78950dab4fe5112895b61,51.52472443,-0.14218538,Open,11-Dec,"Triton Street, NW1",Pasta king comes to Portland Place,Giovanni Rana has a host of restaurants in Italy and is best known in Italy for a series of groundbreaking pasta ads in the 80s. Expect plenty of pasta and pizza in an airy space with an open kitchen.,
Flute Champagne Bar,4ebbee78f9f46a27dc70d534,51.51716878,-0.141400695,Open,11-Dec,"Great Portland Street, W1",Champagne and Spring Rolls,"Flute Champagne Bars have already been successes in New York and Paris and have now come to London in a huge 2000ft place in Great Portland Street. Expect over 100 champagnes with 25 by the glass and a selection of small bites to accompany them. Chief among these is the spring roll bar, with 20 varieties on offer.",
Novikov Berkeley,4e805fb2dab41c952c505ffc,51.50777846,-0.142850444,Open,11-Dec,"Berkeley Street, Mayfair",Russian three concept restaurant,"Russian restaurateur Arkady Novikov has launched three restaurants in one on this Berkeley site - a restaurant serving Asian seafood, another serving an Italian menu and a 'Far Eastern-themed bar'. Novikov owns a multi-million dollar restaurant empire in Moscow so expect plenty of bling. The chef for the Italian room Stefano Stecca comes via Zafferano and the Brunello restaurant at the Baglioni hotel in Kensington. We like the sound of wood-roasted three week aged marinated T-bone steak.",/Restaurant-Reviews/Mayfair-Belgravia/novikov-berkeley-london-italian-japanese
Pizarro,4e4ff77e52b1e893ad62a5a9,51.49841921,-0.08117128,Open,11-Dec,194 Bermondsey Street,Jose goes upmarket,"Jose Pizarro's tapas bar Jose has received glowing reviews and now he turns his hand to a more traditional dining affair. He's taken over the Bermondsey Kitchen site and as well as offering seasonal Spanish food he's opened London's first Cava bar. Pizarro seats 40 people, with a private dining option and a communal table in front of the bar both available. Expect bigger dishes with an emphasis on sharing.",/Restaurant-Reviews/South-London/pizarro-jose-spanish-bermondsey
Bukowski Grill,4ec4f2787beb90d7e2ceec9d,51.52346414,-0.075659752,Open,11-Nov,"BoxPark, Shoreditch",Iberico burgers in BoxPark,"Launching in the new BoxPark in Shoreditch, which sees several restaurant operators plying their trade out of converted shipping containers, Bukowski offers a simple, no-fuss menu with plenty to titillate. The Iberico Burger of the Month should get a few mouths drooling, topped with Iberico lardo and Morcilla.",/Gastroblog/Latest-news/bukowski-grill-brings-iberico-burgers-and-pulled-pork-sandwiches-to-shoreditch
Velo,4ed4bcab7beb5f8ffac8e762,51.5042883,-0.082451105,Open,11-Nov,"104 Tooley Street, SE1","Fast, casual Vietnamese","Taking over from the pervious restaurant on the same spot, More, Velo is taking things in a drastically new direction. Expect Vietnamese food delivered as fast as possible thanks to new touch-screen ordering technology.",
Alyn Williams at The Westbury,4f43fe4ae4b05b69c84c7e40,51.51146945,-0.142283706,Open,11-Nov,"Westbury Hotel, Bond Street, W1",Marcus Wareing's head chef heads out on his own,"Having headed up the kitchens at Marcus Wareing at the Berkeley for the past four years, Alyn Williams has now been lured down the road to open a restaurant under his own name. He's serving up modern British fare using fine French cooking techniques.",/Gastroblog/Test-drive/test-driving-alyn-williams-at-the-westbury
Mishkin's,4ece36c55c5c9528f6b88b59,51.5125257,-0.120450176,Open,11-Nov,"Catherine Street, Covent Garden",Jewish deli from the folks behind Polpo,"It's Russell Norman's fifth restaurant in just under two years (following Polpo, Polpetto, Spuntino and da Polpo) and this time he's opened up what he describes as a ""Jewish deli with cocktails"". It's on the same street as the Opera Tavern and you can expect a focus on gin based cocktails, and some classic Jewish dishes given a contemporary twist.",/Gastroblog/Latest-news/polpos-russell-norman-to-open-jewish-deli-restaurant-mishkins-in-covent-garden
34,4ee0de839911bd13a9681799,51.51025105,-0.152124274,Open,11-Nov,"34 Grosvenor Square, W1",Caprice Holdings steak restaurant,"The people behind Le Caprice and Scott's have opened a 100-seat steak restaurant in the heart of Mayfair - expect it to be a celebrity haunt. It has a focus on rare breeds and game, while also offering a collection of lighter dishes. It's designed by Martin Brudnizki who also designed Hix, Scott's, Dean St Townhouse and Les Deux Salons among many more.",/Gastroblog/Latest-news/details-of-34-caprices-grill-on-grosvenor-square-finally-revealed
Colchis,4ec2e4498b817d2b85060d09,51.51332449,-0.194320539,Open,11-Nov,"39 Chepstow Place, Notting Hill",Georgian in Notting Hill,"This new Georgian restaurant is centred around wine, which will include choices from Georgia, as well as small, interesting producers from around the world. The food promises to be influenced by both Mediterranean and Middle Eastern tastes.",http://www.colchisrestaurant.co.uk/
Soif,4ec4d75b10812949d7444adf,51.46089255,-0.16397953,Open,11-Nov,"27 Battersea Rise, SW11",Terroirs in Battersea,"They've already built up a legion of fans with Terroirs and Brawn, and now Ed Wilson and Oli Barker have opened their third restaurant, Soif. Their latest natural wine bar and bistro will will ""continue the pair's ethos of opening rustic, hearty, simple and seasonal French and British food complemented by an extensive range of natural and bio-dynamic wines"".",/Gastroblog/Latest-news/terroirs-team-announce-november-launch-date-for-soif-on-battersea-rise
Kitchen Joel Antunes,4ede4a297bebc2945558bbab,51.51101278,-0.141330957,Open,11-Nov,"Embassy Mayfair, 29 Old Burlington St, W1",Antunes comes to Mayfair,"Joel Antunes has gotten raves for his cooking at Brasserie Joel over in the Park Plaza in Waterloo, but the critics weren't as kind about the location. Now he's opened the ground floor restaurant in Simon Fuller's new club Embassy Mayfair, which also features a large terrace. Expect a ""Proven??al-based menu"".",/Gastroblog/Latest-news/kitchen-joel-antunes-to-open-at-the-embassy-mayfair
Iberica Cabot Square,4ece36856c2510acde6a49c5,51.50531732,-0.022211604,Open,11-Nov,"Cabot Square, Canary Wharf",Spanish tapas in Canary Wharf,"The original Iberica, at the north end of Great Portland Street, has proved a hit with locals and now joins a growing number of London restaurants setting up shop in Canary Wharf. Dishes include an Iberico burger and chorizo lollipops and there will also be a takeaway service.",
Downtown Mayfair,4ebf01c49a52cce4f3337270,51.5122204,-0.141156722,Open,11-Nov,"5 New Burlington Place, W1",C London London doubles up,"It sneaked out without any press but this is the second london venture from C London, offering a very similar vibe and menu to its Mayfair sibling, albeit a little closer to Regent Street.",/Gastroblog/Latest-news/cipriani-sneaks-out-a-new-venue-as-downtown-mayfair-launches
Harvey Nichols 5th Floor Cafe,4b4c4ac5f964a52093b026e3,51.50165032,-0.159988403,Open,11-Nov,"Harvey Nichols, Knightsbridge SW1",Posh shop cafe gets a makeover,"The fifth floor cafe at Harvey Nichols has relaunched, adding a horseshoe shaped espresso bar along with some new cocktails including a marshmallow martini made with marshmallow vodka. Elsewhere the whole place has been given a complete design overhaul, including the open-plan kitchen, and there will be a brand new menu that will focus on food taken from Harvey Nichols' food market.",
Granger &amp; Co,4ec4e8d4e5fa74ea532200f6,51.51475,-0.197544,Open,11-Nov,Westbourne Grove,Bill Granger opens up shop in London,"The famed Aussie chef moved to London a while back and had since been looking for a place to open here. He's settled on a property in Westbourne Grove, and has opened a casual all-day dining space. Expect a similar set-up to his restaurant in Sydney, but with a stronger focus on Asian cuisine.",/Restaurant-Reviews/West-London/bill-granger-and-co-westbourne-grove-cafe
Union Jacks,4eb05ca27beb08c1a632a2be,51.51571332,-0.127673149,Open,11-Nov,"Central St Giles, WC1",The launch of Jamie's new Brit-food chain,"Jamie Oliver takes the largest space at the new Central St Giles space behind Centre Point. As the start of a new chain for Jamie, it'll be serving wood-fired flatbreads with a British theme, specifically focusing on local producers. It's a partnership with US chef Chris Bianco, who's best known for the highly regarded Pizzeria Bianco in the US.",/Gastroblog/Latest-news/jamie-oliver-teams-up-with-top-us-pizza-man-chris-bianco-to-launch-union-jacks
Bincho EC1,4ecce98ccc215616125ffcd6,51.52624903,-0.108499902,Open,11-Nov,"Exmouth Market, EC1",Flagship restaurant for burgeoning yakatori empire,"&nbsp;Bincho Yakitori was an instant success when it opened in Soho - fans go simply crazy for their chicken skin skewers. Now they've opened up a 70 seat flagship restaurant on Exmouth Market serving up all the old favourites with some new dishes. As with Soho you can sit up at the counter, and there will also be a bar seating area and outside tables.",/Gastroblog/Latest-news/bincho-yakatori-opening-flagship-bincho-ec1-on-exmouth-market
Goodman Canary Wharf,4ec003c330f82a2e1339443b,51.50206411,-0.018331806,Open,11-Nov,"South Quay Waterfront, Canary Wharf",Steaks for bankers,The expansion of the hugely popular Goodman steakhouses continues with this new opening in Canary Wharf down by the waterfront. Expect the usual impeccably cooked steaks and even a new takeaway service - specifically focusing on the Goodman burger - ideal for those late working city folk.  Find out more,/Gastroblog/Latest-news/new-goodman-steakhouse-confirmed-for-canary-wharf
Tapas Revolution Bluewater,4ed90c680e61d46ad656a600,51.4376938,0.270568178,Open,11-Nov,"The Plaza, Bluewater",Westfield's top tapas comes to another mall,"Omar Allibhoy's Tapas Revolution at Westfield in Shepherds Bush has been an oasis amongst the chains and has gained plaudits at Westfield from high-profile foodies. Now. Bluewater, which has revamped its dining area into ""the Plaza"", is where Allibhoy had launched his second Tapas revolution. The new branch features an open planned kitchen with bar and will be designed by award-winning DesignSLM, who have been behind Galvin La Chapelle, Goodman and Roti Chai among others.",/Restaurant-Reviews/West-London/tapas-revolution-westfiled-shepherds-bush
Morgan M Barbican,4ece6ea64fc68d9eb3efbea4,51.51933186,-0.099853277,Open,11-Nov,"Long Lane, next to Smithfields Market",Islington local spot expands to the city,"The original Morgan M - a fine dining French restaurant by Morgan Meunier - has been a local Islington favourite since it opened in 2003. This new venture has now become the flagship, while the Islington original will remain open for dinners only.",/Gastroblog/Latest-news/islingtons-morgan-m-opening-central-london-restaurant-on-smithfields-long-lane
Greenleaf Kitchen,4ec4080f99119e3a0ae07b31,51.51994165,-0.117140048,Open,11-Nov,"48 Red Lion Street, Holborn, WC1R",Restaurant &amp; karaoke in Holborn,"This thirty seater down a Holborn side street has taken a chef out of Chinatown to bring some of the soho/chinatown karaoke vibe to a normally more sedate Holborn. Expect an affordable menu and a couple of karaoke rooms that can be hired as long as you're willing to spend a requisite amount of booze &amp; food. The former of which, we feel, is mandatory in any karaoke bar...Find out more",http://www.greenleafkitchen.co.uk/
MEATliquor,4eaef4f4722e4efd614ddb80,51.51546592,-0.148388468,Open,11-Nov,"76 Welbeck St, Marylebone W1",Meatwagon loses its training wheels,"They're widely seen as being behind the very best burgers in London and until now have been a pop-up, roaming outlet.&nbsp; This is their first permanent restaurant and puts them well on the way to being the Shake Shack of London.&nbsp; With booze.Find out more",/Restaurant-Reviews/Marylebone/meatliquor-welbeck-street-london-meatwagon
Cabana,4ecb91fff790bc9a814d51f3,51.51581355,-0.127659349,Open,11-Nov,Westfield and Central St GIles (near Centre Point),Brazilian Barbecue,"Jamie Barber, who owns Hush is joining the other Jamie in the new Central St Giles area near Soho and also at Westfield Stratford to launch a Brazilian Barbecue themed restaurant.Find out more",http://www.cabana-brasil.com
Aurelia,4eb7a18e82313162702b73b7,51.50978415,-0.141105652,Open,11-Nov,"13-14 Cork Street, W1",Roka chef opens in Mayfair,"Aurelia has been launched by the family behind Zuma, Roka and La Petite Maison on the site of the former Mulligan's of Mayfair. The restaurant's head chef is Rosie Yeats-Greenslade, who's worked at Roka for four years while Nic Watt - Roka's executive chef is overseeing the kitchen. Food-wise, the menu has a distinct Mediterranean influence with lots of sharing platters and small plates.Find out more",/Restaurant-Reviews/Mayfair-Belgravia/aurelia-london-cork-street
The Atrium,4ac518dbf964a52013a920e3,51.49673795,-0.12599979,Open,11-Nov,"4 Millbank, SW1",Johnnie Mountain climbs Millbank,"Johnnie Mountain, best known for the English Pig, has taken over this restaurant in Millbank. It's on two levels - one offering a fine dining experience and one with a bar area and a more casual brasserie experience.  Find out more.",/Gastroblog/Latest-news/johnnie-mountain-to-open-atrium-restaurant-at-millbank
Cuisine de Bar by Poilane,4ea85765e3003a42bcf12fac,51.49215,-0.159647,Open,11-Nov,"39 Cadogan Gardens, SW1&nbsp;",The Classic French bakery starts a restaurant,"A shop had already opened on Elizabeth Street, but now the French artisan bakery has also opened an all-day restaurant in Chelsea, behind Sloane Square. Expect a French dining experience with fresh baked goods from the nearby shop and you'll have the option to sit at the eating bar. There you can order fresh tartines and watch the chefs make them in front of you.  Find out more",/Gastroblog/Latest-news/poilane-to-launch-cuisine-de-bar-restaurant-in-chelsea-cadogan-gardens
Chakra,4eb0fccc003940a4cd389006,51.50842193,-0.200253725,Open,11-Nov,"157-159 Notting Hill Gate, W11",Andy Varma returns to the kitchen,Varma was behind the now-closed Vama in Chelsea and has returned to launch this Indian restaurant with an emphasis on sharing plates. The menu is specifically focusing on recipes originating from Lucknow and Hyderabad. Find out more,http://www.chakralondon.com/
The Young Turks at the Ten Bells,4f47ee93e4b01863527fc7dc,51.519069,-0.074511,Open,11-Nov,"Ten Bells, Commercial Road, E1",3 month pop up,"The stars of London's pop-up scene, Isaac McHale and James Lowe take over the cooking at the Shoreditch institution for three months, their longest stint yet.  Find out more",/Restaurant-Reviews/The-City/young-turks-at-the-ten-bells
Carom,4ed1348430f81894af49af32,51.5133839,-0.133845243,Open,11-Oct,"Meza, 100 Wardour Street, W1",Indian pop up,"The latest offering at D&amp;D's pop up space in Soho is from ex-Benares Executive Chef Balaji. Expect a collection of Indian sharing dishes, wines, whiskies and cocktails.Find out more",http://www.meza-soho.co.uk/article/carom-opens-at-meza/294
Old Tom's Bar,4f108084e4b019e990215c3a,51.51278889,-0.0834167,Open,11-Oct,"Whittington Street, EC3V",Cheese &amp; meat themed pub,"This new pub is just off Leadenhall Street and has a focus on beer, cheese and meat - all you need from a pub! You can expect a range of craft beers on offer as well as a number of cheese boards and meat boards, all prepared in the bar from hanging meats. The meat boards in particular include West Country sirloin, smoked duck breast, wild boar, venison salami and more.Find out more",http://www.oldtomsbar.co.uk/
Hawksmoor Guildhall,4e9d32995503b4a7c128d043,51.51565265,-0.091143076,Open,11-Oct,"12 Basinghall Street, EC2",Third outpost of Huw Gott and Will Beckett's steak empire,"Whatever these two touch usually turns to restaurant gold - and this second City restaurant is bound to be a huge hit. It's the first Hawksmoor to offer breakfast all week long and has a special beef tasting menu on offer. The designers are the ones responsible for Hawksmoor Seven Dials.  For more details, read our story on Hawksmoor Guildhall's opening and our account of the beef tasting menu.",/Gastroblog/Latest-news/hawksmoor-guildhall-to-open-on-basinghall-street-in-october
Assemblage,4f594ff3e4b05b5a09964d46,51.5230056,-0.0405366,Open,11-Oct,"60-62 Commercial Street, E1",Shoreditch artistry,"Created by Alicia Whitby &amp; James Knight-Pacheco (the latter best known for his appearance on The Restaurant reality show with Raymond Blanc) this restaurant serves English food sourced from independent producers in the South West of England. The ""assemblage"" bit refers to the restaurant combining these ingredients in an artistic fashion (after the 20th century art movement). Find out more",/Restaurant-Reviews/Shoreditch-Clerkenwell/assemblage-british-commercial-street-london
Wild Food Cafe,4ea910a7003973c1923a3357,51.51455993,-0.126391053,Open,11-Oct,"14 Neal's Yard, W1",Eco cafe,"This cafe in Neal's yard has a focus on raw food and nutrition. The menu included raw and cooked soups of the day and in-house sourdough or rawbread sandwiches with raw, naturally cultured fillings and dips. Expect a relaxed vibe.",
Shaker and Company,4e9b20d4754aab1ca9dc046c,51.528057,-0.13866,Open,11-Oct,"119 Hampstead Road, NW1",Southern style cocktail bar,"This new cocktail bar in Euston is backed by a company that trains cocktail staff, so you should expect something special. There's a southern American style to the place that carries over to the soul food style menu which features crab balls with mardi gras salsa, shredded pork 'n' beans, crayfish 'popcorn', cajun whitebait, jambalaya and more.Find out more",http://shakerandcompany.co.uk/
The Balcon,4e9ef7867beb438c5e78e20b,51.5073535,-0.132211447,Open,11-Oct,"8 Pall Mall, SW1",Parisian brasserie,"With a bar designed by Russell Sage, who was behind the Zetter Townhouse, and a head chef who's worked under Ducasse and Alain Roux, this is a brasserie serving ""French/Anglo food"". Expect a charcuterie bar and a Champagne balcony, along with a ""Champagne Angel"" on hand to pass on fizz tips. The design of the St James bar also aims to mimic Coco Chanel's 1920's Paris apartment.Find out more",/Restaurant-Reviews/Mayfair-Belgravia/the-balcon-sofitel-pall-mall-london
Hampshire Hog,4e988480d22d4d655ac32ea8,51.49277227,-0.235538294,Open,11-Oct,"King Street, Hammersmith",The Engineer rises from the ashes,"When the hugely popular pub The Engineer was taken over in Primrose Hill and destined to transform into a chain pub, the locals were up in arms. Primrose Hill's loss has been Hammersmith's gain as the team behind the Engineer has relocated to King Street. Expect well sourced British food, as well as larder products on the bar and a large range of biodynamic wines and real ales.",http://www.thehampshirehog.com/
Fornata,4e98368a02d5a3943708d39d,51.51264787,-0.139367876,Open,11-Oct,"Kingly Street, Soho",Babbo Boys expand,"After the success of their previous restaurant Babbo in Mayfair, the owners have expanded to Soho. Douglas Santi, Executive Chef of Babbo also oversees Fornata, which is an all-day restaurant with an emphasis on oven-cooked sharing dishes. The restaurant is on two floors with exposed kitchens and the bar will be serving cocktails till 1am.",/Restaurant-Reviews/Soho-Fitzrovia-Covent-Garden/fornata
Copita,4e906b718b81c6df65af25bd,51.514605,-0.136321,Open,11-Oct,"26 Dƒ??Arblay Street, W1",Barrica tapas expansion,The successful Goodge Street Spanish restaurant (and winner of Time Out's best Spanish restaurant in 2010) Barrica has expanded to the other side of Oxford Street. Expect a fully fledged tapas bar - all stools and standing space only with no bookings being taken.,/Gastroblog/Latest-news/barrica-launching-tapas-bar-copita-in-soho
Lawn Bistro,4edb9ed930f83fb79e16baa0,51.42538359,-0.218009949,Open,11-Oct,"High Street, Wimbledon",Wimbledon goes French,"Headed up by Oliver Couillaud, ex La Trompette chef, this new restaurant will focus on a seasonal menu which aims to give classic French dishes a modern twist.  Find out more about Lawn Bistro",/Restaurant-Reviews/South-London/lawn-bistro-french-wimbledon-high-street
Rib Room at the Jumeriah,4ac518dcf964a52044a920e3,51.498351,-0.158754,Open,11-Oct,"Jumeriah Carlton Tower Hotel, Knightsbridge",Classic restaurant gets a makeover,"With a redesign by Martin Brudnizki - best known for Scott's and Dean Street Townhouse - this is a complete revamp for the fifty year old London classic. Ian Rudge, from the Northcote in Lancashire, takes over as head chef and you can expect a special ?œ19 set menu if you're after a bit of a bargain.  Find out more about the Rib Room",/Gastroblog/Latest-news/first-peek-at-new-look-knightsbridge-rib-room
The Rookery,4e8d88ff0039a26265603f19,51.45710892,-0.143229961,Open,11-Oct,Clapham Common South Side,Relaxed neighbourhood hangout,"The Rookery - not related its Clerkenwell namesake - is aiming to offer a vibe similar to a ""great NYC neighbourhood bar in Brooklyn or the Lower East Side with high standards, keen pricing and good tunes."" Expect a mix of British and Mediterranean food and a wine list that focuses on natural and biodynamic wines. The head chef is Stephen Gadd, formerly from L'Autre Pied, Pied a Terre, Odette's and Hibiscus while front of house will be run by folks from The Canton Arms and Frank's Cafe in Peckham. Find out more about the Rookery",/Gastroblog/Latest-news/the-rookery-to-open-in-clapham
The Dorsia,4e791e988877ce31d210b81e,51.495615,-0.173799,Open,11-Oct,"3 Cromwell Road, SW7",Easier to get into than in American Psycho,"The Dorsia name comes from the impossible-to-book restaurant from the book American Psycho, but we're assuming this version will have a slightly less mythical entrance policy. Mainly a private members club, there's also a 40 seater restaurant available to all with a kitchen headed up by Alexander Baillieu, former head chef of Beaufort House. The cocktail menus is designed by Thomas Gillgren of Sketch and Fredrik Olsson of Kosmopol. Find out more about The Dorsia",http://www.thedorsia.co.uk/
One Blenheim Terrace,4e7249e9aeb79ea09553f54c,51.535224,-0.181657,Open,11-Sep,"1 Blenheim Terrace, St John's Wood, NW8",Ivy chef goes retro,"Ed Shaerf, formerly chef at the Ivy, has taken over this restaurant and its huge open terrace with the backing of David Moore (who is behind L'Autre Pied and Pied a Terre). Expect a menu that takes classic dishes from the 70s and 80s and gives them a modern twist.Find out more about One Blenheim Terrace",http://www.oneblenheimterrace.co.uk/
Bread Street Kitchen,4e1ed9ddae60cd553deae5cd,51.51346994,-0.096731186,Open,11-Sep,"One New Change, right by St Paul's Cathedral",Ramsay follows Jamie Oliver to One New Change,This is Ramsay's first restaurant since the opening of Petrus and it's right across the way from Jamie Oliver's Barbecoa. There are three distinct sections to this massive new Gordon Ramsay restaurant including a raw bar serving charcuterie and shellfish and a wood-burning oven which won't be doing pizzas. Find out more about Bread Street Kitchen,/Restaurant-Reviews/The-City/bread-street-kitchen-gordon-ramsay-one-new-change-london
Duck Soup,4e85ad77e5fab0fb1125fc54,51.51325734,-0.132282573,Open,11-Sep,"40-41 Dean Street, W1",Hix alumni go it alone,"This restaurant is by manager Rory McCoy, chef Julian Biggs and PR manager Clare Lattin, all of who previously worked at Hix in Clerkenwell. With no bookings and focused mainly around a bar area, expect a small menu featuring the group's favourite dishes from around the world, created with seasonal British ingredients. Find out more about Duck Soup",/Restaurant-Reviews/Soho-Fitzrovia-Covent-Garden/duck-soup-soho-dean-street-london
10 Cases,4e653257b993678bb7ca6e65,51.51442973,-0.124351233,Open,11-Sep,"Endell Street, WC2",Wine matching bistro,"Just near Covent Garden, this bistro offers a ""small but ever changing wine list"" and a menu that changes every day to match the list.Find out more about 10 Cases",/Restaurant-Reviews/Soho-Fitzrovia-Covent-Garden/10-cases-endell-street-london-bistro
Wolfgang Puck's Cut,4d658fad129d60fc8cb814c2,51.506623,-0.151920319,Open,11-Sep,"45 Park Lane, W1",Chef to the stars opens London steakhouse,"Wolfgang Puck made his fortune serving gourmet pizzas to Hollywood's elite. This is his first European restaurant - part of the Dorchester Collection. Expect a wide array of great steaks as well as plenty of interesting salads for stars to push around their plates. The Executive Chef is David McIntyre who helped launch Hollywood's iconic restaurant Spago, while the restaurant director is Loyd Loudy who's worked at China Tang and Shoreditch House.Find out more about Wolfgang Puck's Cut",/Restaurant-Reviews/Mayfair-Belgravia/wolfgang-puck-cut-dorchester-park-lane-london
36,4ac518b8f964a52076a120e3,51.505618,-0.13945,Open,11-Sep,"St James' Place, London",Michelin starred chef ventures south,"The five starred Dukes Hotel has coaxed Michelin-starred chef Nigel Mendham from the Samling Hotel in the Lake district (a victim of the Von Essen group's bankruptcy). He's focusing on classically English food and his stated aim is to ""keep technology out of the kitchen.""Find out more about Thirty Six",http://www.dukeshotel.com/foodanddrink-thirtysix.php
Senkai,4e569e0b1f6ecd24d016177d,51.509858,-0.13661,Open,11-Sep,"65 Regent Street, W1",Japanese dining on Regent Street,"Taking over the site formerly occupied by Cocoon, Senkai is a new Japanese restaurant from the same company. Expect a large dining room which also features counter dining and a cocktail lounge. Food has an emphasis on sustainability, particularly with regards to the fish dishes, and much of the food will be grilled on the robata (a Japanese charcoal grill). Senkai will also feature a raw menu and an extensive collection of Sake.Find out more about Senkai",/Restaurant-Reviews/Mayfair-Belgravia/senkai-regent-street-japanese-london
Meatballs,4e3a64ff091a8068d7605b05,51.52471242,-0.110163689,Open,11-Aug,"92-94 Farringdon Road, EC1",Meatballs take over Quality Chop House,"The people behind Fire and Stone are branching out to take on the current meatballs and slider craze with this new restaurant in Farringdon. Taking over the legendary building that once held the Quality Chop House, expect a range of balls and sliders from ?œ3.95 each. Find out more about Meatballs",/Restaurant-Reviews/Shoreditch-Clerkenwell/meatballs-quality-chop-house-farringdon-london
Roti Chai,4e578dbfb9935d203cf9b155,51.51463486,-0.155859535,Open,11-Aug,"3 Portman Mews South, W1",Indian street kitchen,"An Indian street cafe with an urban London feel. You can currently get small Indian bites including ""bun tikka"" and ""bun kebab"" - essentially Indian styled burgers. A larger restaurant with bigger plates is open downstairs. Find out more about Roti Chai",/Restaurant-Reviews/Mayfair-Belgravia/roti-chai-indian-street-food-portman-mews-london
Suda,4e104d56922ec672352e7631,51.51236156,-0.126900673,Open,11-Aug,"St Martin's Courtyard, 23 Slingsby Place, WC2",Laidback Thai,"The latest addition to Upper St Martin's Lane to join Dishoom, Cantina Laredo and Jamie's, Suda is a 'casual Thai dining concept' and comes from the group that gave us Patara. One neat trick will be the opportunity to sit up at the Som Tam bar and choose your own combinations - you'll also be able to see chefs cooking in the open kitchen. It'll be open from 11.30am until late with an extensive cocktail list.Find out more about Suda",/Restaurant-Reviews/Soho-Fitzrovia-Covent-Garden/suda-st-martins-courtyard-thai-london
